city,country,continent,lon,lat,Change_Factor_DSI,climate_class_label,climate_class_description,nearest_city_pop_max,pop_group
Sherbrooke,Canada,North America,-72,45.56962025,0,Dfa,"Cold, no dry season, hot summer",139652,Medium (50k-500k)
Saint John,Canada,North America,-66,45.56962025,0,Dfa,"Cold, no dry season, hot summer",87857,Medium (50k-500k)
Amherst,Canada,North America,-64,45.56962025,0,Dfa,"Cold, no dry season, hot summer",9336,Small (<50k)
Antigonish,Canada,North America,-62,45.56962025,0,Dfa,"Cold, no dry season, hot summer",6739,Small (<50k)
Limoges,France,Europe,0.9375,45.625,0.738163736,Cfa,"Temperate, no dry season, hot summer",152199,Medium (50k-500k)
Clermont-Ferrand,France,Europe,2.8125,45.625,0.749993499,Cfb,"Temperate, no dry season, warm summer",233050,Medium (50k-500k)
Lyon,France,Europe,4.6875,45.625,0.831710026,Cfa,"Temperate, no dry season, hot summer",1423000,Very Large (>1M)
Novara,Italy,Europe,8.4375,45.625,0.776308681,Cfa,"Temperate, no dry season, hot summer",100910,Medium (50k-500k)
Treviso,Italy,Europe,12.1875,45.625,0.823611976,Cfa,"Temperate, no dry season, hot summer",177309,Medium (50k-500k)
Trieste,Italy,Europe,14.0625,45.625,0.807265781,Cfa,"Temperate, no dry season, hot summer",216035,Medium (50k-500k)
Zagreb,Croatia,Europe,15.9375,45.625,0.829838384,Cfa,"Temperate, no dry season, hot summer",722526,Large (500k-1M)
Timișoara,Romania,Europe,21.5625,45.625,0.892492171,Cfa,"Temperate, no dry season, hot summer",315053,Medium (50k-500k)
Brașov,Romania,Europe,25.3125,45.625,0.735831664,Cfa,"Temperate, no dry season, hot summer",311044,Medium (50k-500k)
Focșani,Romania,Europe,27.1875,45.625,0.793539113,BSk,"Arid, steppe, cold",105112,Medium (50k-500k)
Dzhankoy,Russia,Europe,34.6875,45.625,0.889190617,BSk,"Arid, steppe, cold",43879,Small (<50k)
Tikhoretsk,Russia,Europe,40.3125,45.625,0.912939241,Cfa,"Temperate, no dry season, hot summer",64387,Medium (50k-500k)
Baykonur,Baykonur Cosmodrome,Asia,62.8125,45.625,0.975707304,BWk,"Arid, desert, cold",36175,Small (<50k)
Sarqan,Kazakhstan,Asia,79.6875,45.625,1.346753263,BSk,"Arid, steppe, cold",76919,Medium (50k-500k)
Mandalgovi,Mongolia,Asia,105.9375,45.625,1.26654013,BWk,"Arid, desert, cold",2984,Small (<50k)
Baicheng,China,Asia,122.8125,45.625,0.975180088,BSk,"Arid, steppe, cold",386861,Medium (50k-500k)
Daan,China,Asia,124.6875,45.625,1.032567539,Dwa,"Cold, dry winter, hot summer",93297,Medium (50k-500k)
Harbin,China,Asia,126.5625,45.625,1.186658473,Dwa,"Cold, dry winter, hot summer",3621000,Very Large (>1M)
Boli,China,Asia,130.3125,45.625,1.067488828,Dwa,"Cold, dry winter, hot summer",95260,Medium (50k-500k)
Mishan,China,Asia,132.1875,45.625,1.135835479,Dwa,"Cold, dry winter, hot summer",87257,Medium (50k-500k)
Portland,United States of America,North America,-122.8125,45.625,0.80681642,Csa,"Temperate, dry summer, hot summer (Mediterranean)",525802,Large (500k-1M)
Pendleton,United States of America,North America,-119.0625,45.625,0.740136226,BSk,"Arid, steppe, cold",16799,Small (<50k)
Hardin,United States of America,North America,-107.8125,45.625,0.921491303,BSk,"Arid, steppe, cold",4448,Small (<50k)
Mobridge,United States of America,North America,-100.3125,45.625,0.93749381,BSk,"Arid, steppe, cold",3156,Small (<50k)
Aberdeen,United States of America,North America,-98.4375,45.625,0.924004369,Dfa,"Cold, no dry season, hot summer",26041,Small (<50k)
Rhinelander,United States of America,North America,-89.0625,45.625,1.125834707,Dfa,"Cold, no dry season, hot summer",11483,Small (<50k)
Escanaba,United States of America,North America,-87.1875,45.625,1.052011076,Dfa,"Cold, no dry season, hot summer",17318,Small (<50k)
Ottawa,Canada,North America,-75.9375,45.625,1.040261475,Dfa,"Cold, no dry season, hot summer",1145000,Very Large (>1M)
St.-Jerome,Canada,North America,-74.0625,45.625,0.999195797,Dfa,"Cold, no dry season, hot summer",78439,Medium (50k-500k)
Sherbrooke,Canada,North America,-72.1875,45.625,1.025569538,Dfa,"Cold, no dry season, hot summer",139652,Medium (50k-500k)
New Glasgow,Canada,North America,-62.8125,45.625,1.201681719,Dfa,"Cold, no dry season, hot summer",20322,Small (<50k)
Lyon,France,Europe,5,45.633804,0,Cfa,"Temperate, no dry season, hot summer",1423000,Very Large (>1M)
Aosta,Italy,Europe,7.5,45.633804,0,Dfb,"Cold, no dry season, warm summer",34062,Small (<50k)
Bergamo,Italy,Europe,10,45.633804,0,Cfa,"Temperate, no dry season, hot summer",200000,Medium (50k-500k)
Venice,Italy,Europe,12.5,45.633804,0,Cfa,"Temperate, no dry season, hot summer",177309,Medium (50k-500k)
Focșani,Romania,Europe,27.5,45.633804,0,BSk,"Arid, steppe, cold",105112,Medium (50k-500k)
Tikhoretsk,Russia,Europe,40,45.633804,0,Cfa,"Temperate, no dry season, hot summer",64387,Medium (50k-500k)
Qazaly,Kazakhstan,Asia,62.5,45.633804,0,BWk,"Arid, desert, cold",6582,Small (<50k)
Sarqan,Kazakhstan,Asia,80,45.633804,0,BSk,"Arid, steppe, cold",76919,Medium (50k-500k)
Karamay,China,Asia,85,45.633804,0,BWk,"Arid, desert, cold",261445,Medium (50k-500k)
Baicheng,China,Asia,122.5,45.633804,0,BSk,"Arid, steppe, cold",386861,Medium (50k-500k)
Vancouver,United States of America,North America,-122.5,45.633804,0,Csa,"Temperate, dry summer, hot summer (Mediterranean)",525802,Large (500k-1M)
Hardin,United States of America,North America,-107.5,45.633804,0,BSk,"Arid, steppe, cold",4448,Small (<50k)
Petoskey,United States of America,North America,-85,45.633804,0,Dfa,"Cold, no dry season, hot summer",12667,Small (<50k)
Parry Sound,Canada,North America,-80,45.633804,0,Dfa,"Cold, no dry season, hot summer",7105,Small (<50k)
Drummondville,Canada,North America,-72.5,45.633804,0,Dfa,"Cold, no dry season, hot summer",59489,Medium (50k-500k)
Aosta,Italy,Europe,7.5,45.69868851,0,Dfb,"Cold, no dry season, warm summer",34062,Small (<50k)
Milan,Italy,Europe,9.375,45.69868851,0,Cfa,"Temperate, no dry season, hot summer",200000,Medium (50k-500k)
Osijek,Croatia,Europe,18.75,45.69868851,0,Cfa,"Temperate, no dry season, hot summer",95077,Medium (50k-500k)
Sibiu,Romania,Europe,24.375,45.69868851,0,Cfa,"Temperate, no dry season, hot summer",155565,Medium (50k-500k)
Cahul,Moldova,Europe,28.125,45.69868851,0,BSk,"Arid, steppe, cold",63407,Medium (50k-500k)
Timashevsk,Russia,Europe,39.375,45.69868851,0,Cfa,"Temperate, no dry season, hot summer",44024,Small (<50k)
Qazaly,Kazakhstan,Asia,61.875,45.69868851,0,BWk,"Arid, desert, cold",6582,Small (<50k)
Zhosaly,Kazakhstan,Asia,63.75,45.69868851,0,BWk,"Arid, desert, cold",20065,Small (<50k)
Qitaihe,China,Asia,131.25,45.69868851,0,Dwa,"Cold, dry winter, hot summer",450617,Medium (50k-500k)
Hulin,China,Asia,133.125,45.69868851,0,Dwa,"Cold, dry winter, hot summer",42559,Small (<50k)
Tillamook,United States of America,North America,-123.75,45.69868851,0,Csb,"Temperate, dry summer, warm summer",8145,Small (<50k)
Butte,United States of America,North America,-112.5,45.69868851,0,BSk,"Arid, steppe, cold",34190,Small (<50k)
Bozeman,United States of America,North America,-110.625,45.69868851,0,BSk,"Arid, steppe, cold",44921,Small (<50k)
Billings,United States of America,North America,-108.75,45.69868851,0,BSk,"Arid, steppe, cold",104552,Medium (50k-500k)
Iron Mountain,United States of America,North America,-88.125,45.69868851,0,Dfa,"Cold, no dry season, hot summer",16183,Small (<50k)
Pembroke,Canada,North America,-76.875,45.69868851,0,Dfa,"Cold, no dry season, hot summer",15551,Small (<50k)
Aosta,Italy,Europe,7.5,45.69869388,0,Dfb,"Cold, no dry season, warm summer",34062,Small (<50k)
Milan,Italy,Europe,9.375,45.69869388,0,Cfa,"Temperate, no dry season, hot summer",200000,Medium (50k-500k)
Osijek,Croatia,Europe,18.75,45.69869388,0,Cfa,"Temperate, no dry season, hot summer",95077,Medium (50k-500k)
Sibiu,Romania,Europe,24.375,45.69869388,0,Cfa,"Temperate, no dry season, hot summer",155565,Medium (50k-500k)
Cahul,Moldova,Europe,28.125,45.69869388,0,BSk,"Arid, steppe, cold",63407,Medium (50k-500k)
Timashevsk,Russia,Europe,39.375,45.69869388,0,Cfa,"Temperate, no dry season, hot summer",44024,Small (<50k)
Qazaly,Kazakhstan,Asia,61.875,45.69869388,0,BWk,"Arid, desert, cold",6582,Small (<50k)
Zhosaly,Kazakhstan,Asia,63.75,45.69869388,0,BWk,"Arid, desert, cold",20065,Small (<50k)
Qitaihe,China,Asia,131.25,45.69869388,0,Dwa,"Cold, dry winter, hot summer",450617,Medium (50k-500k)
Hulin,China,Asia,133.125,45.69869388,0,Dwa,"Cold, dry winter, hot summer",42559,Small (<50k)
Tillamook,United States of America,North America,-123.75,45.69869388,0,Csb,"Temperate, dry summer, warm summer",8145,Small (<50k)
Butte,United States of America,North America,-112.5,45.69869388,0,BSk,"Arid, steppe, cold",34190,Small (<50k)
Bozeman,United States of America,North America,-110.625,45.69869388,0,BSk,"Arid, steppe, cold",44921,Small (<50k)
Billings,United States of America,North America,-108.75,45.69869388,0,BSk,"Arid, steppe, cold",104552,Medium (50k-500k)
Iron Mountain,United States of America,North America,-88.125,45.69869388,0,Dfa,"Cold, no dry season, hot summer",16183,Small (<50k)
Pembroke,Canada,North America,-76.875,45.69869388,0,Dfa,"Cold, no dry season, hot summer",15551,Small (<50k)
Limoges,France,Europe,1.25,45.70680628,1.054946154,Cfa,"Temperate, no dry season, hot summer",152199,Medium (50k-500k)
Lyon,France,Europe,5,45.70680628,1.056240966,Cfa,"Temperate, no dry season, hot summer",1423000,Very Large (>1M)
Annecy,France,Europe,6.25,45.70680628,0.951417561,Cfb,"Temperate, no dry season, warm summer",105749,Medium (50k-500k)
Aosta,Italy,Europe,7.5,45.70680628,1.020253138,Cfa,"Temperate, no dry season, hot summer",34062,Small (<50k)
Novara,Italy,Europe,8.75,45.70680628,1.060327453,Cfa,"Temperate, no dry season, hot summer",250000,Medium (50k-500k)
Bergamo,Italy,Europe,10,45.70680628,0.910322614,Cfa,"Temperate, no dry season, hot summer",200000,Medium (50k-500k)
Treviso,Italy,Europe,12.5,45.70680628,0.905860094,Cfa,"Temperate, no dry season, hot summer",177309,Medium (50k-500k)
Trieste,Italy,Europe,13.75,45.70680628,0.960750139,Cfa,"Temperate, no dry season, hot summer",216035,Medium (50k-500k)
Zagreb,Croatia,Europe,16.25,45.70680628,1.037839312,Cfa,"Temperate, no dry season, hot summer",722526,Large (500k-1M)
Osijek,Croatia,Europe,18.75,45.70680628,1.095567172,Cfa,"Temperate, no dry season, hot summer",95077,Medium (50k-500k)
Timișoara,Romania,Europe,21.25,45.70680628,1.124492235,BSk,"Arid, steppe, cold",315053,Medium (50k-500k)
Sibiu,Romania,Europe,23.75,45.70680628,1.066261346,Dfb,"Cold, no dry season, warm summer",155565,Medium (50k-500k)
Focșani,Romania,Europe,27.5,45.70680628,1.053537807,BSk,"Arid, steppe, cold",105112,Medium (50k-500k)
Timashevsk,Russia,Europe,38.75,45.70680628,0.873445369,BSk,"Arid, steppe, cold",44024,Small (<50k)
Tikhoretsk,Russia,Europe,40,45.70680628,0.98950554,BSk,"Arid, steppe, cold",64387,Medium (50k-500k)
Qazaly,Kazakhstan,Asia,62.5,45.70680628,1.000438213,BWk,"Arid, desert, cold",6582,Small (<50k)
Sarqan,Kazakhstan,Asia,80,45.70680628,1.338248566,BSk,"Arid, steppe, cold",76919,Medium (50k-500k)
Karamay,China,Asia,85,45.70680628,1.05267556,BWk,"Arid, desert, cold",261445,Medium (50k-500k)
Mandalgovi,Mongolia,Asia,106.25,45.70680628,1.176201387,BWk,"Arid, desert, cold",2984,Small (<50k)
Baicheng,China,Asia,122.5,45.70680628,1.19697038,BSk,"Arid, steppe, cold",386861,Medium (50k-500k)
Shuangcheng,China,Asia,126.25,45.70680628,1.172227601,Dwa,"Cold, dry winter, hot summer",3621000,Very Large (>1M)
Qitaihe,China,Asia,131.25,45.70680628,1.231605773,Dwa,"Cold, dry winter, hot summer",450617,Medium (50k-500k)
Dalnerechensk,Russia,Europe,133.75,45.70680628,1.2167994,Dwa,"Cold, dry winter, hot summer",28300,Small (<50k)
Tillamook,United States of America,North America,-123.75,45.70680628,0.90413453,Csb,"Temperate, dry summer, warm summer",8145,Small (<50k)
Vancouver,United States of America,North America,-122.5,45.70680628,0.917067843,Csa,"Temperate, dry summer, hot summer (Mediterranean)",525802,Large (500k-1M)
Pendleton,United States of America,North America,-118.75,45.70680628,1.191352531,BSk,"Arid, steppe, cold",16799,Small (<50k)
Butte,United States of America,North America,-112.5,45.70680628,1.199600563,BSk,"Arid, steppe, cold",34190,Small (<50k)
Bozeman,United States of America,North America,-111.25,45.70680628,1.211668226,BSk,"Arid, steppe, cold",44921,Small (<50k)
Billings,United States of America,North America,-108.75,45.70680628,1.051223474,BSk,"Arid, steppe, cold",104552,Medium (50k-500k)
Hardin,United States of America,North America,-107.5,45.70680628,1.054030195,BSk,"Arid, steppe, cold",4448,Small (<50k)
Aberdeen,United States of America,North America,-98.75,45.70680628,1.164958312,Dfa,"Cold, no dry season, hot summer",26041,Small (<50k)
Escanaba,United States of America,North America,-87.5,45.70680628,1.034196475,Dfa,"Cold, no dry season, hot summer",17318,Small (<50k)
Pembroke,Canada,North America,-77.5,45.70680628,1.13137796,Dfa,"Cold, no dry season, hot summer",15551,Small (<50k)
St.-Jerome,Canada,North America,-73.75,45.70680628,1.065271918,Dfa,"Cold, no dry season, hot summer",78439,Medium (50k-500k)
Drummondville,Canada,North America,-72.5,45.70680628,0.997711239,Dfa,"Cold, no dry season, hot summer",59489,Medium (50k-500k)
Roanne,France,Europe,4,45.75,0.986657268,Cfa,"Temperate, no dry season, hot summer",73315,Medium (50k-500k)
Annecy,France,Europe,6,45.75,0.92940598,Cfa,"Temperate, no dry season, hot summer",105749,Medium (50k-500k)
Bergamo,Italy,Europe,10,45.75,1.00458592,Cfa,"Temperate, no dry season, hot summer",200000,Medium (50k-500k)
Treviso,Italy,Europe,12,45.75,0.975014823,Cfa,"Temperate, no dry season, hot summer",177309,Medium (50k-500k)
Trieste,Italy,Europe,14,45.75,1.018567239,Cfa,"Temperate, no dry season, hot summer",216035,Medium (50k-500k)
Zagreb,Croatia,Europe,16,45.75,0.93807675,Cfa,"Temperate, no dry season, hot summer",722526,Large (500k-1M)
Sibiu,Romania,Europe,24,45.75,1.132266493,Cfa,"Temperate, no dry season, hot summer",155565,Medium (50k-500k)
Sfintu-Gheorghe,Romania,Europe,26,45.75,1.102957228,Cfa,"Temperate, no dry season, hot summer",60677,Medium (50k-500k)
Cahul,Moldova,Europe,28,45.75,0.968229025,BSk,"Arid, steppe, cold",63407,Medium (50k-500k)
Dzhankoy,Russia,Europe,34,45.75,0.731277166,BSk,"Arid, steppe, cold",43879,Small (<50k)
Tikhoretsk,Russia,Europe,40,45.75,1.03240679,Cfa,"Temperate, no dry season, hot summer",64387,Medium (50k-500k)
Qazaly,Kazakhstan,Asia,62,45.75,0.718853273,BWk,"Arid, desert, cold",6582,Small (<50k)
Zhosaly,Kazakhstan,Asia,64,45.75,0.69151618,BWk,"Arid, desert, cold",20065,Small (<50k)
Mandalgovi,Mongolia,Asia,106,45.75,1.040203399,BWk,"Arid, desert, cold",2984,Small (<50k)
Mishan,China,Asia,132,45.75,0.868425932,Dwa,"Cold, dry winter, hot summer",87257,Medium (50k-500k)
Dalnerechensk,Russia,Europe,134,45.75,0.885970216,Dwa,"Cold, dry winter, hot summer",28300,Small (<50k)
Hardin,United States of America,North America,-108,45.75,1.07176266,BSk,"Arid, steppe, cold",4448,Small (<50k)
St. Cloud,United States of America,North America,-94,45.75,0.921767213,Dfa,"Cold, no dry season, hot summer",112794,Medium (50k-500k)
Iron Mountain,United States of America,North America,-88,45.75,1.011923547,Dfa,"Cold, no dry season, hot summer",16183,Small (<50k)
Little Current,Canada,North America,-82,45.75,0.945122225,Dfa,"Cold, no dry season, hot summer",1595,Small (<50k)
St.-Jerome,Canada,North America,-74,45.75,0.925298961,Dfa,"Cold, no dry season, hot summer",78439,Medium (50k-500k)
Victoriaville,Canada,North America,-72,45.75,0.896674853,Dfa,"Cold, no dry season, hot summer",41500,Small (<50k)
Amherst,Canada,North America,-64,45.75,0.87519019,Dfa,"Cold, no dry season, hot summer",9336,Small (<50k)
Antigonish,Canada,North America,-62,45.75,0.89929426,Dfa,"Cold, no dry season, hot summer",6739,Small (<50k)
Trento,Italy,Europe,11.25,46.04472663,0.892135457,Cfa,"Temperate, no dry season, hot summer",107808,Medium (50k-500k)
Subotica,Republic of Serbia,Europe,19.6875,46.04472663,1.12674112,BSk,"Arid, steppe, cold",100000,Medium (50k-500k)
Cahul,Moldova,Europe,28.125,46.04472663,0.829647331,BSk,"Arid, steppe, cold",63407,Medium (50k-500k)
Harbin,China,Asia,126.5625,46.04472663,1.326903305,Dwa,"Cold, dry winter, hot summer",3621000,Very Large (>1M)
Astoria,United States of America,North America,-123.75,46.04472663,1.097704614,Csb,"Temperate, dry summer, warm summer",10011,Small (<50k)
Walla Walla,United States of America,North America,-118.125,46.04472663,0.978077048,Csa,"Temperate, dry summer, hot summer (Mediterranean)",45150,Small (<50k)
Butte,United States of America,North America,-112.5,46.04472663,1.270100119,BSk,"Arid, steppe, cold",34190,Small (<50k)
Escanaba,United States of America,North America,-87.1875,46.04472663,1.095190094,Dfa,"Cold, no dry season, hot summer",17318,Small (<50k)
Little Current,Canada,North America,-81.5625,46.04472663,1.050755208,Dfa,"Cold, no dry season, hot summer",1595,Small (<50k)
Joliette,Canada,North America,-73.125,46.04472663,1.074326963,Dfa,"Cold, no dry season, hot summer",45361,Small (<50k)
Saint-Georges,Canada,North America,-70.3125,46.04472663,0.993179947,Dfa,"Cold, no dry season, hot summer",26149,Small (<50k)
Houlton,United States of America,North America,-67.5,46.04472663,1.068089501,Dfa,"Cold, no dry season, hot summer",6703,Small (<50k)
Moncton,Canada,North America,-64.6875,46.04472663,1.278272339,Dfa,"Cold, no dry season, hot summer",90635,Medium (50k-500k)
Vichy,France,Europe,3.75,46.25,0,Cfa,"Temperate, no dry season, hot summer",43158,Small (<50k)
Sion,Switzerland,Europe,7.5,46.25,0,Dfb,"Cold, no dry season, warm summer",28045,Small (<50k)
Bellinzona,Switzerland,Europe,9.375,46.25,0,Cfa,"Temperate, no dry season, hot summer",16572,Small (<50k)
Trento,Italy,Europe,11.25,46.25,0,Cfa,"Temperate, no dry season, hot summer",107808,Medium (50k-500k)
Udine,Italy,Europe,13.125,46.25,0,Cfa,"Temperate, no dry season, hot summer",119009,Medium (50k-500k)
Szekszárd,Hungary,Europe,18.75,46.25,0,BSk,"Arid, steppe, cold",34174,Small (<50k)
Salsk,Russia,Europe,41.25,46.25,0,BSk,"Arid, steppe, cold",61000,Medium (50k-500k)
Bayankhongor,Mongolia,Asia,101.25,46.25,0,Dwb,"Cold, dry winter, warm summer",26252,Small (<50k)
Arvaikheer,Mongolia,Asia,103.125,46.25,0,BSk,"Arid, steppe, cold",28053,Small (<50k)
Ulan Hot,China,Asia,121.875,46.25,0,Dwa,"Cold, dry winter, hot summer",241894,Medium (50k-500k)
Tailai,China,Asia,123.75,46.25,0,BSk,"Arid, steppe, cold",75992,Medium (50k-500k)
Anda,China,Asia,125.625,46.25,0,Dwa,"Cold, dry winter, hot summer",181533,Medium (50k-500k)
Walla Walla,United States of America,North America,-118.125,46.25,0,BSk,"Arid, steppe, cold",45150,Small (<50k)
Butte,United States of America,North America,-112.5,46.25,0,Dfb,"Cold, no dry season, warm summer",34190,Small (<50k)
Ironwood,United States of America,North America,-90,46.25,0,Dfa,"Cold, no dry season, hot summer",7064,Small (<50k)
Sault Ste. Marie,United States of America,North America,-84.375,46.25,0,Dfa,"Cold, no dry season, hot summer",83805,Medium (50k-500k)
Joliette,Canada,North America,-73.125,46.25,0,Dfa,"Cold, no dry season, hot summer",45361,Small (<50k)
Houlton,United States of America,North America,-67.5,46.25,0,Dfa,"Cold, no dry season, hot summer",6703,Small (<50k)
Vichy,France,Europe,3.75,46.28551215,0,Cfa,"Temperate, no dry season, hot summer",43158,Small (<50k)
Lausanne,Switzerland,Europe,6.5625,46.28551215,0,Cfa,"Temperate, no dry season, hot summer",265702,Medium (50k-500k)
Sion,Switzerland,Europe,7.5,46.28551215,0,Cfa,"Temperate, no dry season, hot summer",28045,Small (<50k)
Bellinzona,Switzerland,Europe,9.375,46.28551215,0,Cfa,"Temperate, no dry season, hot summer",16572,Small (<50k)
Bolzano,Italy,Europe,11.25,46.28551215,0,Cfa,"Temperate, no dry season, hot summer",107808,Medium (50k-500k)
Udine,Italy,Europe,13.125,46.28551215,0,Cfa,"Temperate, no dry season, hot summer",119009,Medium (50k-500k)
Kaposvár,Hungary,Europe,17.8125,46.28551215,0,Cfa,"Temperate, no dry season, hot summer",108528,Medium (50k-500k)
Szekszárd,Hungary,Europe,18.75,46.28551215,0,BSk,"Arid, steppe, cold",34174,Small (<50k)
Subotica,Republic of Serbia,Europe,19.6875,46.28551215,0,BSk,"Arid, steppe, cold",100000,Medium (50k-500k)
Arad,Romania,Europe,21.5625,46.28551215,0,BSk,"Arid, steppe, cold",169065,Medium (50k-500k)
Alba Lulia,Romania,Europe,23.4375,46.28551215,0,Cfa,"Temperate, no dry season, hot summer",66085,Medium (50k-500k)
Tirgu Mures,Romania,Europe,24.375,46.28551215,0,BSk,"Arid, steppe, cold",149433,Medium (50k-500k)
Miercurea Cuic,Romania,Europe,25.3125,46.28551215,0,Cfa,"Temperate, no dry season, hot summer",42029,Small (<50k)
Salsk,Russia,Europe,41.25,46.28551215,0,BSk,"Arid, steppe, cold",61000,Medium (50k-500k)
Elista,Russia,Europe,44.0625,46.28551215,0,BSk,"Arid, steppe, cold",106971,Medium (50k-500k)
Astrakhan,Russia,Europe,47.8125,46.28551215,0,BWk,"Arid, desert, cold",502533,Large (500k-1M)
Altai,Mongolia,Asia,96.5625,46.28551215,0,BSk,"Arid, steppe, cold",32488,Small (<50k)
Bayankhongor,Mongolia,Asia,101.25,46.28551215,0,Dwb,"Cold, dry winter, warm summer",26252,Small (<50k)
Arvaikheer,Mongolia,Asia,103.125,46.28551215,0,BSk,"Arid, steppe, cold",28053,Small (<50k)
Ulan Hot,China,Asia,121.875,46.28551215,0,Dwa,"Cold, dry winter, hot summer",241894,Medium (50k-500k)
Tailai,China,Asia,123.75,46.28551215,0,BSk,"Arid, steppe, cold",75992,Medium (50k-500k)
Anda,China,Asia,125.625,46.28551215,0,Dwa,"Cold, dry winter, hot summer",181533,Medium (50k-500k)
Lanxi,China,Asia,126.5625,46.28551215,0,Dwa,"Cold, dry winter, hot summer",72528,Medium (50k-500k)
Longview,United States of America,North America,-122.8125,46.28551215,0,Csa,"Temperate, dry summer, hot summer (Mediterranean)",66231,Medium (50k-500k)
Kennewick,United States of America,North America,-119.0625,46.28551215,0,BWk,"Arid, desert, cold",102504,Medium (50k-500k)
Walla Walla,United States of America,North America,-118.125,46.28551215,0,BSk,"Arid, steppe, cold",45150,Small (<50k)
Lewiston,United States of America,North America,-117.1875,46.28551215,0,BSk,"Arid, steppe, cold",49289,Small (<50k)
Butte,United States of America,North America,-112.5,46.28551215,0,Dfb,"Cold, no dry season, warm summer",34190,Small (<50k)
Miles City,United States of America,North America,-105.9375,46.28551215,0,BSk,"Arid, steppe, cold",8615,Small (<50k)
Ironwood,United States of America,North America,-90,46.28551215,0,Dfa,"Cold, no dry season, hot summer",7064,Small (<50k)
Marquette,United States of America,North America,-87.1875,46.28551215,0,Dfa,"Cold, no dry season, hot summer",26591,Small (<50k)
Sault Ste. Marie,United States of America,North America,-84.375,46.28551215,0,Dfa,"Cold, no dry season, hot summer",83805,Medium (50k-500k)
Thessalon,Canada,North America,-83.4375,46.28551215,0,Dfa,"Cold, no dry season, hot summer",1464,Small (<50k)
North Bay,Canada,North America,-79.6875,46.28551215,0,Dfa,"Cold, no dry season, hot summer",50170,Medium (50k-500k)
Victoriaville,Canada,North America,-72.1875,46.28551215,0,Dfa,"Cold, no dry season, hot summer",119693,Medium (50k-500k)
Saint-Georges,Canada,North America,-70.3125,46.28551215,0,Dfa,"Cold, no dry season, hot summer",26149,Small (<50k)
Houlton,United States of America,North America,-67.5,46.28551215,0,Dfa,"Cold, no dry season, hot summer",6703,Small (<50k)
Moncton,Canada,North America,-64.6875,46.28551215,0,Dfa,"Cold, no dry season, hot summer",90635,Medium (50k-500k)
Charlottetown,Canada,North America,-62.8125,46.28551215,0,Dfa,"Cold, no dry season, hot summer",42402,Small (<50k)
Baddeck,Canada,North America,-60.9375,46.28551215,0,Dfb,"Cold, no dry season, warm summer",852,Small (<50k)
La Rochelle,France,Europe,-0.9375,46.28551215,0,Csa,"Temperate, dry summer, hot summer (Mediterranean)",76997,Medium (50k-500k)
Poitier,France,Europe,0,46.54176268,0,Cfa,"Temperate, no dry season, hot summer",85960,Medium (50k-500k)
Lausanne,Switzerland,Europe,6.75,46.54176268,0,Cfa,"Temperate, no dry season, hot summer",265702,Medium (50k-500k)
Bolzano,Italy,Europe,11.25,46.54176268,0,Cfa,"Temperate, no dry season, hot summer",95895,Medium (50k-500k)
Klagenfurt,Austria,Europe,14.625,46.54176268,0,Cfa,"Temperate, no dry season, hot summer",90610,Medium (50k-500k)
Maribor,Slovenia,Europe,15.75,46.54176268,0,Cfa,"Temperate, no dry season, hot summer",114228,Medium (50k-500k)
Zalaegerszeg,Hungary,Europe,16.875,46.54176268,0,Cfa,"Temperate, no dry season, hot summer",61898,Medium (50k-500k)
Kaposvár,Hungary,Europe,18,46.54176268,0,Cfa,"Temperate, no dry season, hot summer",108528,Medium (50k-500k)
Szeged,Hungary,Europe,20.25,46.54176268,0,BSk,"Arid, steppe, cold",187765,Medium (50k-500k)
Békéscsaba,Hungary,Europe,21.375,46.54176268,0,BSk,"Arid, steppe, cold",65206,Medium (50k-500k)
Cluj-Napoca,Romania,Europe,23.625,46.54176268,0,Cfa,"Temperate, no dry season, hot summer",316748,Medium (50k-500k)
Tirgu Mures,Romania,Europe,24.75,46.54176268,0,BSk,"Arid, steppe, cold",149433,Medium (50k-500k)
Miercurea Cuic,Romania,Europe,25.875,46.54176268,0,Dfb,"Cold, no dry season, warm summer",42029,Small (<50k)
Bacău,Romania,Europe,27,46.54176268,0,BSk,"Arid, steppe, cold",199668,Medium (50k-500k)
Vaslui,Romania,Europe,28.125,46.54176268,0,BSk,"Arid, steppe, cold",69225,Medium (50k-500k)
Odessa,Ukraine,Europe,30.375,46.54176268,0,BSk,"Arid, steppe, cold",991000,Large (500k-1M)
Kherson,Ukraine,Europe,32.625,46.54176268,0,BSk,"Arid, steppe, cold",320477,Medium (50k-500k)
Yeysk,Russia,Europe,38.25,46.54176268,0,BSk,"Arid, steppe, cold",87814,Medium (50k-500k)
Salsk,Russia,Europe,41.625,46.54176268,0,BSk,"Arid, steppe, cold",61000,Medium (50k-500k)
Astrakhan,Russia,Europe,48.375,46.54176268,0,BWk,"Arid, desert, cold",502533,Large (500k-1M)
Aral,Kazakhstan,Asia,61.875,46.54176268,0,BWk,"Arid, desert, cold",33017,Small (<50k)
Tacheng,China,Asia,83.25,46.54176268,0,BSk,"Arid, steppe, cold",49796,Small (<50k)
Bayankhongor,Mongolia,Asia,101.25,46.54176268,0,Dwc,"Cold, dry winter, cold summer",26252,Small (<50k)
Baruun-Urt,Mongolia,Asia,113.625,46.54176268,0,BSk,"Arid, steppe, cold",15805,Small (<50k)
